Country_Name,Country_Code,pop_1990,emissions_90,per_capita_90,pop_1991,emissions_91,per_capita_91,pop_1992,emissions_92,per_capita_92,pop_1993,emissions_93,per_capita_93,pop_1994,emissions_94,per_capita_94,pop_1995,emissions_95,per_capita_95,pop_1996,emissions_96,per_capita_96,pop_1997,emissions_97,per_capita_97,pop_1998,emissions_98,per_capita_98,pop_1999,emissions_99,per_capita_99,pop_2000,emissions_00,per_capita_00,pop_2001,emissions_01,per_capita_01,pop_2002,emissions_02,per_capita_02,pop_2003,emissions_03,per_capita_03,pop_2004,emissions_04,per_capita_04,pop_2005,emissions_05,per_capita_05,pop_2006,emissions_06,per_capita_06,pop_2007,emissions_07,per_capita_07,pop_2008,emissions_08,per_capita_08,pop_2009,emissions_09,per_capita_09,pop_2010,emissions_10,per_capita_10,pop_2011,emissions_11,per_capita_11,pop_2012,emissions_12,per_capita_12
Chile,CHL,13242132,11988500,0.9053300480617471,13457244,12149800,0.9028445943314991,13671033,12505300,0.9147297062336108,13882668,13353400,0.9618756279412574,14091389,13968500,0.9912791421768287,14296613,14502000,1.0143661299358107,14497826,15107400,1.0420458901907086,14694835,15788500,1.0744251296458927,14887756,15907900,1.0685223481631483,15076952,16781900,1.113083068779419,15262754,16928800,1.1091576264676741,15444969,17474700,1.1314169682049864,15623635,17621800,1.127893732796497,15799542,17592600,1.1134879732589718,15973778,17745300,1.1109018793174663,16147064,18196600,1.1269293290718363,16319792,18389400,1.1268158319664858,16491687,17972400,1.0897854173439019,16661942,17995000,1.0800061601462783,16829442,18106900,1.0759061411542938,16993354,18020100,1.0604204443690162,17153357,18200301,1.0610343503023927,17309746,18380502,1.0618585622226924
China,CHN,1135185000,1016910000,0.8958099340636108,1150780000,1013520000,0.8807243782477971,1164970000,1010330000,0.8672583843360773,1178440000,1002980000,0.8511082447982078,1191835000,1020310000,0.8560832665595489,1204855000,1075420000,0.8925721352361903,1217550000,1093470000,0.8980904274978441,1230075000,1066800000,0.8672641912078531,1241935000,1060240000,0.8537000728701583,1252735000,1055950000,0.842915700447421,1262645000,1043400000,0.8263605368096337,1271850000,1051690000,0.8268978260014939,1280400000,1085790000,0.8480084348641049,1288400000,1146530000,0.8898866811549209,1296075000,1251300000,0.9654533881141137,1303720000,1327790000,1.0184625533089928,1311020000,1392640000,1.0622568686976552,1317885000,1444170000,1.0958239907123914,1324655000,1537220000,1.160468197379695,1331260000,1582750000,1.1889112570046423,1337705000,1642260000,1.2276697777163126,1344130000,1697274470,1.2627308891253077,1350695000,1752290140,1.2973248142622873
"Cote d'Ivoire",CIV,12267754,12146200,0.990091584816585,12710008,9723420,0.7650207615919675,13163019,11411800,0.8669591679537954,13622731,10598300,0.7779864404574971,14083611,10766000,0.7644346325668893,14540820,12079700,0.830744070829568,14995249,11969200,0.7981994830495979,15445986,12334100,0.7985310876236713,15884552,12005400,0.7557909093060982,16300233,10615900,0.651272898982487,16686561,14236900,0.8531955745704582,17040152,13551200,0.7952511221730886,17366517,13371700,0.7699701673052806,17679355,10335600,0.5846140880139575,17997738,10706800,0.5948969809428274,18336303,12474400,0.6803116200686692,18699435,13177900,0.7047218271568099,19085941,13617400,0.7134780517240412,19497986,14488500,0.7430767464906376,19936366,14957300,0.7502520770334975,20401331,15946700,0.7816499815624774,20895311,16106167,0.7708029327728121,21418603,16265634,0.7594161953513028
Cameroon,CMR,11715218,15980200,1.3640548558294008,12060729,13669700,1.1334057833485853,12408931,15115700,1.2181307156917869,12758881,14641700,1.1475692891876648,13109660,13388800,1.0212926956152943,13460994,14466400,1.0746903237606376,13812472,14437500,1.0452509876581106,14165423,14660800,1.034970858265228,14523570,12960500,0.8923770119880994,14891891,13175400,0.884736532116707,15274234,15842900,1.0372304103760621,15671927,16304400,1.0403570664922062,16084886,13538700,0.8417031988911827,16513822,13444000,0.814105904738467,16959081,13852600,0.8168249211145344,17420795,13699500,0.7863877624413811,17899562,15852300,0.8856250225564178,18395389,23834600,1.2956833910932788,18907008,19927300,1.0539636943084807,19432541,19356500,0.9960869245046234,19970495,18153300,0.9090060111179017,20520447,18334833,0.8934909166452368,21082383,18516366,0.8782861975327931
"Congo, Dem. Rep.",COD,34614581,98339500,2.8409848439303658,35914825,73467000,2.045589808665363,37346147,142818000,3.8241695990753746,38833595,59421600,1.5301596465637548,40273701,78285600,1.9438392314627355,41595744,81608000,1.9619314899139682,42770544,63261300,1.479085699728299,43830146,58314700,1.330470128938197,44840529,66608000,1.4854418867359929,45898667,50887200,1.1086857925525375,47076387,63695200,1.3530180215401832,48394338,58373700,1.2062092883675772,49835756,65881700,1.3219765342779188,51390033,52897500,1.0293338398907041,53034217,63674200,1.2006248720519435,54751476,57684800,1.0535752497339068,56543011,95370300,1.6866859106601169,58417562,189678000,3.2469345434169266,60373608,69445700,1.1502658578894274,62409435,69790800,1.1182732226305205,64523263,73858900,1.1446863745871005,66713597,74597489,1.1181751899841348,68978682,75336078,1.0921646487823586
"Congo, Rep.",COG,2440457,7194200,2.9478904975584492,2507772,6184210,2.4660176443472532,2577035,8773240,3.4043930330787124,2648507,5686060,2.146892570040404,2722497,6307160,2.316682075315418,2799255,6688780,2.3894857738934108,2879222,6418210,2.2291473182686157,2962470,6504940,2.195782573325637,3048453,6793180,2.228402406072851,3136344,6206470,1.9788868823062775,3225727,8049600,2.4954374626247042,3315806,9139070,2.7562137229982695,3407180,6029820,1.76973919781168,3502519,6569630,1.8756871839952902,3605439,7337060,2.034997679894182,3718243,7691020,2.068455450598576,3842365,6577900,1.7119404325200756,3976246,8726670,2.194700730286808,4115435,6662520,1.6189102731545997,4253712,7632760,1.7943763000409996,4386693,7015870,1.599352861027658,4512730,7086028.7,1.5702310353156514,4633363,7156187.399999999,1.5444909885109368
Colombia,COL,34271565,50252400,1.4663001237323128,34916766,49461300,1.4165487147349214,35558682,50728200,1.4266051818231058,36195168,52097200,1.4393412955011011,36823537,50995500,1.3848615357074472,37441977,52588700,1.4045385477374766,38049038,53947000,1.4178282247241047,38645411,54285800,1.4047152972444774,39234062,54309200,1.3842359733233842,39819279,52083400,1.3079945520861893,40403958,55118500,1.364185657256648,40988909,54537800,1.3305501739507144,41572491,55418200,1.3330497804425527,42152151,56243400,1.3342948975486446,42724163,57499500,1.3458309294438373,43285634,57745400,1.3340546195996574,43835722,59691200,1.3617022208508394,44374572,61599700,1.3881756425729583,44901544,63054000,1.404272423237829,45416181,67210000,1.4798690361041145,45918097,66646000,1.4514103230366886,46406646,67312460,1.450491811022068,46881475,67978920,1.4500166643647625
Comoros,COM,411594,181068,0.43991894925582004,423872,184723,0.43579901479691985,436448,189467,0.43411128015250383,449274,193352,0.43036543401131605,462277,198379,0.4291344799762913,475394,203410,0.42787666651240863,488627,208382,0.4264643582937496,501953,212202,0.42275272784503726,515385,218516,0.42398595224928937,528848,225634,0.42665189241521195,542357,223896,0.41282033789551903,555888,231328,0.41614138099761105,569479,237322,0.41673529664833997,583211,235417,0.4036566525665668,597228,240104,0.40203071523773165,611627,245037,0.40063143059413664,626425,251857,0.4020545157041944,641620,255213,0.3977634737071787,657229,260502,0.39636412878920435,673252,276714,0.4110110330158692,689692,278231,0.40341340772402756,706569,281013.31,0.3977153115973104,723868,283795.62,0.39205438008034615
"Cabo Verde",CPV,341883,83230.3,0.2434467347016377,349934,86777.6,0.2479827624637789,359090,96839.7,0.26968085995154417,369014,99315.6,0.26913775629108927,379156,95460.9,0.25177209380835325,389127,103164,0.2651165300788689,398773,96525.40000000001,0.24205600680086167,408175,101509,0.24868990016537024,417323,108039,0.2588858030829837,426285,110689,0.2596596173921203,435079,110729,0.254503205165039,443716,114009,0.2569413769167666,452106,116837,0.2584283331785024,460147,121228,0.2634549393998005,467664,125179,0.26766866810359574,474567,128311,0.2703748891094408,480795,131823,0.274177144105076,486438,135212,0.2779634814714311,491723,138742,0.28215479040028635,496963,143475,0.28870358557880565,502384,148516,0.2956224720532501,508067,150001.16,0.29523893502234944,513979,151486.32,0.294732508526613
"Costa Rica",CRI,3095995,3768530,1.217227418002936,3175649,3757120,1.1831030444485522,3257466,3725600,1.1437110932239969,3341004,3612410,1.0812348623347952,3425690,3343050,0.9758763927851032,3510926,3051810,0.8692322196480359,3596732,3049700,0.8479086014748944,3682725,2982190,0.8097780855209118,3767373,3048230,0.8091128752050832,3848723,2951050,0.7667608191080522,3925443,2916910,0.7430779150276797,3996798,2848720,0.712750556820735,4063204,2767410,0.6810905876249383,4125971,2729540,0.6615509415844173,4187038,2682460,0.6406581454479277,4247841,2434860,0.5731994205997823,4308794,2344760,0.544180111650731,4369469,2254630,0.5159963373123828,4429508,2167740,0.48938618013558166,4488263,2249180,0.5011248226763895,4545280,2269130,0.4992277703463813,4600474,2291821.3000000003,0.49817068849862,4654122,2314512.6,0.49730380939734714
"Caribbean small states",CSS,6021614,7145509.3,1.1866435311197296,6070204,7434339.100000001,1.2247264012873373,6124265,7866738.8,1.284519660726634,6181538,7921467.1,1.2814718764165163,6238576,7569428.899999999,1.213326390509629,6292827,7751424.600000001,1.2317873350085742,6343683,8221159.100000001,1.2959599494489242,6392040,8140776.5,1.2735803436774489,6438587,11051622.3,1.7164670291789177,6484510,8702507.799999999,1.342045551629961,6530691,9304475.3,1.4247305989519334,6577216,9937204.9,1.5108527528972746,6623792,10765559,1.625286391843222,6670276,13202628,1.979322594747204,6716373,14449135,2.1513300407824283,6761932,15091998.799999999,2.2319063249970568,6806838,16792336.3,2.4669804540669253,6851221,17385544.8,2.5375834176127148,6895315,17577274.4,2.549161916460669,6939534,31138860.2,4.487168763781545,6984096,19350124.7,2.770598327972582,7029022,19543625.950000003,2.780418947330084,7074129,19737127.189999998,2.7900434371496474
Cuba,CUB,10582081,12062100,1.1398608647958752,10663585,11973600,1.1228493982089514,10733363,11676100,1.0878323969849897,10794135,10526200,0.9751777238287274,10850585,10974800,1.011447769866786,10906043,10418500,0.9552960684273847,10961012,11183700,1.02031637224738,11013983,10960800,0.9951713199484692,11064097,10597600,0.9578368663976825,11110004,10507800,0.9457962391372676,11150736,10561000,0.9471123699816766,11186542,10205000,0.9122568886792719,11217998,10516800,0.9374934814572083,11244885,10161600,0.9036641993226253,11266941,9916920,0.8801785684330823,11284253,9274160,0.8218674288851907,11296233,8880390,0.786137290192226,11303687,8605030,0.7612586937341772,11309754,8411360,0.7437261676956015,11318602,8564510,0.7566756035771909,11333051,8392080,0.740496094123286,11354651,8476000.799999999,0.7464783197651781,11382146,8559921.6,0.7520481287096475
"Cayman Islands",CYM,25010,17590.399999999998,0.7033346661335464,26213,17729.1,0.6763476137794223,27404,18224.6,0.6650343015618158,28646,18658,0.651330028625288,30055,19320.6,0.6428414573282315,31672,19868.4,0.6273175044203082,33536,20343.1,0.6066048425572519,35597,20647.8,0.5800432620726466,37740,21130.600000000002,0.5598993110757817,39808,21718.6,0.5455838022508038,41687,22226.7,0.5331806078633627,43316,22698.3,0.5240165296887985,44738,23194.199999999997,0.5184451696544324,46028,23630.8,0.513400538802468,47299,24100.4,0.5095329710987547,48622,24561.2,0.5051458187651681,50031,25106.7,0.5018228698207112,51483,25874.300000000003,0.5025794922595809,52926,26729.8,0.5050410006424063,54279,27252.7,0.502085521103926,55507,28159.600000000002,0.5073161943538653,56579,28441.196,0.5026811361105711,57523,28722.791999999998,0.4993270865566816
Cyprus,CYP,766614,440832,0.575037763463751,783129,456949,0.5834913532764079,800609,466188,0.5822917304202176,818751,484350,0.591571796553531,837110,516361.99999999994,0.6168388861678871,855384,523482.99999999994,0.6119859618604041,873423,539594,0.6177922953712004,891192,553730,0.6213363674718804,908704,561923,0.6183784818818889,926050,563910,0.6089412018789482,943286,568197,0.602359199648887,960282,584682,0.6088648959368186,976966,611301,0.6257136891150766,993563,626972,0.6310339656368041,1010410,624110,0.6176799517027741,1027658,617519,0.6008993264296099,1045509,615024,0.5882531857688456,1063712,615067,0.5782270012935832,1081563,613006,0.5667778945840418,1098076,620403,0.5649909478032485,1112607,620073,0.5573153862954304,1124835,631406.2116,0.5613322946032085,1135062,642409.4232,0.5659685754610762
"Czech Republic",CZE,10333355,18247200,1.7658543619182734,10308578,17039200,1.6529146891064899,10319123,15040800,1.4575657253043695,10329855,13458300,1.30285468673084,10333587,12315500,1.1917933240413034,10327253,11643600,1.127463421298965,10315241,12822700,1.2430829294245282,10304131,12637700,1.2264692675199877,10294373,11965500,1.1623340246171379,10283860,11590400,1.127047626085925,10255063,12956900,1.2634637154350004,10216605,12952200,1.2677596912085767,10196916,12555400,1.231293853945644,10193998,12443700,1.2206888798683304,10197101,12352300,1.21135408975551,10211216,12053900,1.180456862336474,10238905,12005900,1.1725765597004758,10298828,12055600,1.1705797980119679,10384603,11869200,1.1429613630872553,10443936,11774600,1.127410202437089,10474410,12033400,1.1488379775089956,10496088,11838243.26,1.1278719519119884,10510785,11901933.510000002,1.1323543874220623
Germany,DEU,79433029,115486000,1.4538788392420487,80013896,109165000,1.3643255166577566,80624598,102501000,1.2713365715014169,81156363,97864800,1.205879568555826,81438348,94533200,1.1607946664144022,81678051,92567900,1.1333265040812495,81914831,89067100,1.087313480510019,82034771,86764000,1.0576490790716049,82047195,83020100,1.0118578703391383,82100243,80165700,0.9764368176108809,82211508,76208100,0.926976062767271,82349925,72517000,0.8805958232505979,82488495,68773200,0.8337308130061046,82534176,66316700,0.803505931894201,82516260,63719100,0.7722005335675659,82469422,61764000,0.7489321314753485,82376451,60063700,0.729136777208331,82266372,59594500,0.724408996667557,82110097,57668800,0.7023350611801128,81902307,58669300,0.7163326913367654,81776930,57229700,0.6998269560865149,80274983,57212634.24,0.7127081452013513,80425823,55720818.480000004,0.6928224841416917
Djibouti,DJI,590398,417598,0.7073160816940437,606844,426421,0.702686357614148,615054,432697,0.703510586062362,618495,444674,0.7189613497279687,622366,461055,0.7408100699588345,630388,489385,0.7763234706244408,643682,510570,0.7932022334009651,660953,520461,0.7874402567202207,680612,533015,0.7831407615498992,700099,553419,0.7904867740133895,717584,560647,0.78129807799505,732711,568698,0.7761559468876542,746221,572888,0.7677189465319255,758615,578238,0.7622285348958299,770752,585847,0.7600979303329735,783254,590597,0.7540299826110048,796208,596296,0.7489198802323012,809402,602611,0.744513850966516,822934,608952,0.7399767174524324,836840,615884,0.7359638640600353,851146,621610,0.7303212374845208,865937,627826.1,0.7250251461711418,881185,634042.2,0.7195335826188598
Dominica,DMA,70926,36350.8,0.5125172715224319,70842,36362.9,0.5132957849863076,70970,36586.3,0.515517824432859,71210,36797.2,0.5167420306136778,71373,37027.799999999996,0.5187928208145937,71368,37294.3,0.5225633337069836,71145,37482.2,0.5268423641858176,70753,37620.9,0.5317216231113875,70290,37801,0.5377863138426519,69903,38076.1,0.5446990830150351,69676,38138.399999999994,0.5473678167518227,69670,38337.7,0.550275584900244,69824,38442.4,0.5505614115490376,70093,38474.5,0.548906452855492,70379,38569.8,0.5480299521163984,70627,38683.5,0.5477154629249437,70807,38895.1,0.5493115087491349,70950,39129.600000000006,0.5515095137420719,71074,39303.5,0.552994062526381,71229,39566,0.5554759999438431,71440,39819.7,0.5573866181410974,71718,40217.897,0.560778284391645,72044,40616.094,0.5637678918438731
Denmark,DNK,5140939,7981260,1.552490702573985,5154298,8132720,1.5778521148757794,5171370,8183570,1.5824762103659185,5188628,8329160,1.6052721451605318,5206180,8199820,1.5750166148692515,5233373,8201110.000000001,1.5670792049410582,5263074,8204400,1.558860848241921,5284991,8267020,1.5642448586951236,5304219,8235799.999999999,1.552688529640273,5321799,8068540,1.5161301657578574,5339616,8129100,1.5224128476654502,5358783,8257540.000000001,1.5409356937946546,5375931,8107790,1.508164818335652,5390574,8054530,1.4941878174754675,5404523,7963010,1.4733973747544418,5419432,7956820,1.4682018336977012,5437272,7845840,1.4429736088244252,5461438,7816610,1.4312366083804302,5493621,7863950,1.431469335070621,5523095,7659640,1.3868383578410293,5547683,7763000,1.3993229245434535,5570572,7633268.462,1.3702844989706624,5591572,7602607.924,1.3596548383889182
"Dominican Republic",DOM,7183647,6003020,0.8356507495426766,7325622,6270910,0.8560242393069148,7468551,7003660,0.9377535213992647,7611465,6815300,0.8953992431154844,7753052,6718430,0.8665529394101832,7892423,6761380,0.856692551831041,8029113,6970820,0.8681930370141758,8163472,6948170,0.851129274406772,8296375,6956290,0.8384734296605445,8429112,6222550,0.7382212978069339,8562622,6236760,0.7283703519786345,8697126,6586180,0.7572823482148011,8832285,6719890,0.7608325591848542,8967760,6640310,0.7404647314379511,9102998,6721980,0.7384358427849814,9237566,6692430,0.7244798034460592,9371338,6742770,0.7195098501409297,9504353,6724890,0.7075589469372613,9636520,6730430,0.6984295160493622,9767758,6954390,0.7119740272025576,9897985,6726430,0.6795756914159802,10027095,6793694.3,0.677533652568366,10154950,6860958.6,0.6756270193353979
Algeria,DZA,25912367,32299400,1.2464858960974117,26554329,33404800.000000004,1.257979442824558,27181094,37487300,1.3791681821195276,27786259,37397000,1.3458810702081199,28362253,36376500,1.2825673616267368,28904298,39603000,1.3701422535845706,29411415,40620600,1.3811168214790075,29886839,41836600,1.3998335521531735,30335732,42815600,1.4113916881913382,30765613,45719100,1.486045475511897,31183660,45052600,1.4447502313711733,31592153,42262700,1.3377594113323015,31995046,42247100,1.3204262934955617,32403514,45121900,1.3925002084650449,32831096,44789900,1.3642523539268991,33288437,46737300,1.4040100470923282,33777915,47475300,1.4055130401032745,34300076,46547400,1.3570640484878227,34860715,47436800,1.3607523540466684,35465760,47045800,1.3265132341729036,36117637,47575500,1.317237337536783,36819558,48051255,1.305047035056749,37565847,48527010,1.2917853283063203
"Europe & Central Asia (excluding high income)",ECA,385427446,1049338580.0000001,2.722532063790808,387397109,994396430,2.5668659029667666,389011005,957076210,2.4602805517031583,390265543,927885330,2.377574312267686,390918548,865939490,2.215140454271819,391384579,822530930,2.1015925872746255,391791161,829930050,2.118297023040803,392200932,770373270,1.9642311048868186,392498014,810146420,2.064077756072417,392517924,767033030,1.9541350422509622,392657969,799141030,2.0352089938100812,392446165,795333860,2.026606273499959,392134307,824473440,2.102528203430056,392280391,853751060,2.1763796498306234,392625999,833173610,2.122054097594286,393027492,853546980,2.1717233460095966,393571334,856329240,2.175791695235609,394257705,873929420,2.216645125553095,395304586,902903720,2.284070946750919,397043992,885428580,2.230051575745793,399053204,927300760,2.3237521982156544,401241932,928540688.4,2.314166627031394,403439691,936280811.9,2.3207454119827786
Ecuador,ECU,10218091,10987200,1.0752693433636478,10460990,11385600,1.08838647202607,10705667,11984800,1.1194818594675138,10951202,12625400,1.1528780128427911,11196479,13789400,1.2315836076680893,11440583,14257700,1.2462389372989122,11683479,14535600,1.2441157295699337,11924993,13883500,1.1642354842472444,12163885,13643300,1.121623560235895,12398691,13615400,1.0981320528110587,12628596,12850300,1.0175557124481613,12852755,13291900,1.0341673827906934,13072060,12961800,0.9915652161939281,13289601,14226800,1.0705212293431534,13509647,15334900,1.1351073791935495,13735233,15134300,1.1018597209089938,13967480,15134600,1.0835598117913896,14205453,14932400,1.0511737992445578,14447562,14780000,1.0230099722015382,14691275,15488900,1.0542924286693973,14934690,15476800,1.036298711255473,15177355,15631568,1.0299270195630266,15419666,15786336,1.0237793736907141
"Egypt, Arab Rep.",EGY,57412215,26993400,0.47016823858825163,58752390,28154100,0.4791992291717835,60035536,29170000,0.48587889679206,61275601,30346400,0.49524442852873857,62495745,30731900,0.491743877923209,63714386,31508100,0.49452097050735133,64933456,31851300,0.4905221739622176,66151117,32661900,0.4937467646993776,67378056,31934000,0.4739525284018286,68626664,34649000,0.5048912183754116,69905988,35956500,0.5143550792816204,71226940,36709000,0.5153808376437342,72590118,39558300,0.5449543421323547,73981942,41953900,0.5670829781678345,75381899,43511000,0.5772075336016674,76778149,47959300,0.6246477757623461,78159048,49735300,0.6363345162545992,79537253,50232200,0.6315556309192625,80953881,52003100,0.6423793320050956,82465022,50895500,0.6171768195247678,84107606,50957600,0.6058619716271558,85897561,51467176,0.5991692360159097,87813257,51976752,0.5919009700323494
Spain,ESP,38867322,32809000,0.8441281341688527,38966376,32752500,0.8405323605151271,39157685,32800600,0.8376542178119059,39361262,32388000,0.8228394709498897,39549108,32813100,0.8296799007451697,39724050,32669600,0.822413626002384,39889852,32780800.000000004,0.8217829436920449,40057389,34068400,0.8504897810488846,40223509,34447100,0.8563922158059358,40386875,34519900,0.8547306519754252,40567864,35113600,0.8655521030143465,40850412,35629300,0.8721894897902132,41431558,36121500,0.8718354255468742,42187645,35996600,0.8532498080895485,42921895,36127100,0.8416939652827538,43653155,36314900,0.8318963428874728,44397319,36073100,0.8125062686780704,45226803,36302200,0.8026700450173319,45954106,36484200,0.7939268800050207,46362946,36836000,0.7945137912504525,46576897,36823600,0.7905979653389104,46742697,37064102.79,0.7929389010223351,46773055,37208105.580000006,0.795503000178201
Estonia,EST,1569174,3407550,2.171556500426339,1561314,3265540,2.091533157327738,1533091,2876060,1.875987791983646,1494128,2386580,1.5973062548857928,1462514,2209610,1.5108299817984647,1436634,2109850,1.4686064787552013,1415594,2232420,1.5770199647639083,1399535,2253590,1.6102419732268218,1386156,2172740,1.5674570538958097,1390244,2083909.9999999998,1.4989527018278803,1396985,2136190,1.5291431189311266,1388115,2156400,1.5534735954874055,1379350,2085120,1.5116685395294884,1370720,2187090,1.5955775067118012,1362550,2256760,1.656276833877656,1354775,2212280,1.6329501208687789,1346810,2221860,1.6497204505461052,1340680,2253780,1.6810722916728824,1337090,2251950,1.684217217988318,1334515,2230350,1.6712813269240137,1331475,2321560,1.7436001426988865,1327439,2232612.613,1.6818946957261312,1322696,2234878.225,1.6896386055450383
Ethiopia,ETH,48086516,39981300,0.8314451394232845,49821083,38988600,0.7825723097990464,51647768,41972300,0.812664353665777,53532956,40207000,0.7510700511288785,55431123,40452100,0.7297723338565593,57309880,41854000,0.7303103758025666,59155148,43071100,0.728104002038842,60976450,44544900,0.7305262933476777,62794151,46980300,0.7481636307177718,64640054,48255800,0.7465309357569534,66537331,46191800,0.6942238185057348,68492257,46830300,0.6837313011892716,70497192,52417600,0.7435416718441779,72545144,50938200,0.7021586448294871,74624405,50999000,0.683409134049377,76727083,52959600,0.6902334603284735,78850689,58429700,0.7410169871819382,81000409,58801700,0.7259432480149576,83184892,60262200,0.7244368364390015,85416253,62142600,0.727526645309529,87702670,63216700,0.7208070176198741,90046756,63848867,0.7090634891944358,92444183,64481034,0.6975131577505531
Finland,FIN,4986431,10068600,2.0191997041571415,5013740,9800660,1.9547603186443654,5041992,9699450,1.9237337147698768,5066447,9841080,1.9424026344300058,5088333,10135900,1.9919883388135171,5107790,10203000,1.9975370952995326,5124573,9998770,1.9511420756422047,5139835,10153100,1.9753746958803153,5153498,10373800,2.0129628458185103,5165474,10300500,1.9941054780258307,5176209,10342700,1.9981225642163984,5188008,10263400,1.978293017281392,5200598,9912660,1.906061572149972,5213014,10028900,1.923819886154152,5228172,10082100,1.9284178102786214,5246096,9759900,1.8604120092350578,5266268,9802920,1.861454829112381,5288720,9668940,1.8282193044819919,5313399,9516140,1.790970337443132,5338871,8507660,1.5935316661518886,5363352,8895550,1.6585803057490913,5388272,8548189.613,1.5864435969453659,5413971,8551563.226,1.5795362084503224
Fiji,FJI,728628,635201,0.8717768188979836,735473,646859,0.8795142717679643,744531,650755,0.874046883205669,755026,688064,0.9113116634394047,765667,711017,0.9286243236289405,775498,734493,0.9471242994823971,784476,733788,0.9353861686017163,792860,729066,0.9195393890472466,800315,717331,0.896310827611628,806494,705884,0.8752501568517559,811223,704812,0.868826450926564,814218,717243,0.8808979904644701,815691,696958,0.8544387519293458,816628,688843,0.843521162634639,818354,692606,0.8463403368224509,821817,696368,0.8473516610145567,827411,699988,0.8459979381468218,834812,703696,0.8429394881721872,843340,707061,0.8384056252519743,851967,704557,0.8269768664748752,859950,700595,0.8146927146927146,867086,707600.95,0.8160677833571295,873596,714606.9,0.8180061492955554
France,FRA,58512808,75749500,1.294579812337839,58559311,76743800,1.310531129712233,58851217,75582100,1.2842911982601821,59106768,74425300,1.2591671397089417,59327192,73754600,1.243183732680286,59541899,74225000,1.2466011539202,59753100,89094100,1.491037285094832,59964851,87244100,1.4549206500988388,60186288,86242500,1.4329260511962458,60496718,86240100,1.425533530595825,60912500,85646700,1.4060611532936589,61357430,85318100,1.3905096742154943,61805267,83934800,1.3580525426740735,62244886,83341700,1.338932486758832,62704895,82963700,1.3230817147528913,63179351,82911600,1.3123211727831772,63621381,83231600,1.3082331551400936,64016227,83077900,1.297763143710422,64374989,82892600,1.2876522588609685,64707044,83638800,1.2925764310914898,65027507,83756900,1.2880226209502388,65342775,82447186.75,1.2617643917020664,65659789,81178503.5,1.2363503559233187
"Faroe Islands",FRO,47594,33129.1,0.6960772366264655,47457,33524.9,0.7064268706407907,47101,33900.7,0.7197448037196662,46640,34236.1,0.7340501715265866,46250,34465.299999999996,0.7451956756756756,46040,34666.3,0.7529604691572547,46058,34855.3,0.7567697251291851,46251,35036.4,0.757527404812869,46580,35205.9,0.7558158007728639,46937,35378.6,0.7537465112810788,47258,35553,0.7523170680096491,47526,35716.4,0.7515128561208602,47769,35883.1,0.751179635328351,47974,36051.9,0.7514883061658398,48143,36226.2,0.7524707641817086,48285,36414.4,0.75415553484519,48383,36644,0.7573734576194118,48448,36922.7,0.762109891017173,48485,37239,0.7680519748375786,48517,37573.5,0.7744398870499001,48550,37941,0.7814830072090628,48608,38320.41,0.7883560319289007,48666,38699.82,0.7952126741462212
"Micronesia, Fed. Sts.",FSM,96331,21190.100000000002,0.21997176402196594,98799,21869.1,0.22134940637050982,101413,22577.6,0.22263023478252295,103934,23269.600000000002,0.22388823676563976,106057,23565,0.22219184023685376,107556,27154.5,0.2524684815352003,108344,27387.699999999997,0.2527846488961087,108502,27575.9,0.25415107555621097,108238,27676.5,0.25570040096823665,107816,27762.1,0.257495176968168,107432,27832.2,0.25906806165760665,107165,27982.199999999997,0.26111323659776975,106983,28138.2,0.2630156193040016,106816,28301.9,0.264959369382864,106577,28497.3,0.26738695966296666,106196,28646,0.2697465064597537,105684,28811,0.2726145868816472,105078,29017.800000000003,0.27615485639239423,104478,29254,0.2800015314228833,103960,29631.6,0.28502885725278954,103616,29774.3,0.28735233940704136,103468,30072.043,0.2906410001159779,103503,30369.786,0.29341937914843047
Gabon,GAB,952212,3478500,3.6530730551599855,978223,3350190,3.424771243366799,1004676,3687440,3.670277781095597,1031504,3539600,3.4314942065178613,1058663,3636060,3.4345773867604703,1086137,3983630,3.6677049027885062,1113994,4245680,3.8112233997669644,1142324,4048040,3.5436881305128844,1171224,4683560,3.99885931299222,1200773,4202040,3.499445773680787,1231122,4082010,3.3156827674267864,1262259,4526540,3.5860627652486534,1294409,4155500,3.2103454163251337,1328146,4542760,3.4203769766275696,1364205,4451390,3.2629919990030825,1403126,4297980,3.063146146532813,1444844,3525150,2.439813571568972,1489193,3158590,2.121007821014469,1536411,5247700,3.415557425714864,1586754,3467780,2.1854553383826354,1640210,3817580,2.327494650075295,1697101,3855755.8,2.2719660173436935,1756817,3893931.6,2.2164696721400126
